ResultID,DataSource,StationID,Parameter,RelativeDepth,AnalysisTimeSpan,MinYear,MaxYear,N_obs,Median,Trend,Trend_cat
542760,LEE_PONDWATCH_WQ,50,CHLAC_UGL,Surface,Period of Record,2006,2018,149,9.308,0,No Trend
542761,LEE_PONDWATCH_WQ,54,CHLAC_UGL,Surface,Period of Record,2006,2019,159,20.99,-1,"Decreasing Trend, Smaller"
542762,LEE_PONDWATCH_WQ,55.1,CHLAC_UGL,Surface,Period of Record,2006,2019,159,13.481,1,"Increasing Trend, Smaller"
542763,LEE_PONDWATCH_WQ,55.13,CHLAC_UGL,Surface,Period of Record,2007,2019,155,15.27,1,"Increasing Trend, Smaller"
542764,LEE_PONDWATCH_WQ,57,CHLAC_UGL,Surface,Period of Record,2007,2019,149,11.888,1,"Increasing Trend, Smaller"
542765,LEE_PONDWATCH_WQ,63,CHLAC_UGL,Surface,Period of Record,2008,2019,135,14.205,1,"Increasing Trend, Smaller"
542766,LEE_WQ,10MIFM01,CHLAC_UGL,Surface,Period of Record,2006,2020,180,3.14,0,No Trend
542767,LEE_WQ,10MIFM07,CHLAC_UGL,Surface,Period of Record,2006,2020,180,4,0,No Trend
542768,LEE_WQ,10MIGR10,CHLAC_UGL,Surface,Period of Record,1997,2020,285,2.7,-1,"Decreasing Trend, Smaller"
542769,LEE_WQ,10MIGR20,CHLAC_UGL,Surface,Period of Record,1997,2020,285,2.9,-1,"Decreasing Trend, Smaller"
542770,LEE_WQ,10MIGR40,CHLAC_UGL,Surface,Period of Record,1997,2020,285,3.27,0,No Trend
542771,LEE_WQ,10MIGR50,CHLAC_UGL,Surface,Period of Record,1997,2020,285,3.06,-1,"Decreasing Trend, Smaller"
542772,LEE_WQ,10MIGR60,CHLAC_UGL,Surface,Period of Record,1997,2020,285,3.035,-1,"Decreasing Trend, Smaller"
542773,LEE_WQ,10MIGR80,CHLAC_UGL,Surface,Period of Record,1997,2020,285,4,-1,"Decreasing Trend, Smaller"
542774,LEE_WQ,10MIGR91,CHLAC_UGL,Surface,Period of Record,1997,2020,285,5.5,-1,"Decreasing Trend, Smaller"
542775,LEE_WQ,140,CHLAC_UGL,Surface,Period of Record,2002,2018,189,2.4,0,No Trend
542776,LEE_WQ,141,CHLAC_UGL,Surface,Period of Record,2003,2020,208,2.17,0,No Trend
542777,LEE_WQ,142,CHLAC_UGL,Surface,Period of Record,2003,2019,188,1.825,0,No Trend
542778,LEE_WQ,143,CHLAC_UGL,Surface,Period of Record,2002,2020,215,2.95,0,No Trend
542779,LEE_WQ,144,CHLAC_UGL,Surface,Period of Record,2003,2020,213,3.1,0,No Trend
542780,LEE_WQ,145,CHLAC_UGL,Surface,Period of Record,2002,2018,193,1.9,0,No Trend
542781,LEE_WQ,146,CHLAC_UGL,Surface,Period of Record,2002,2020,214,2.705,0,No Trend
542782,LEE_WQ,147,CHLAC_UGL,Surface,Period of Record,2003,2020,207,2.7,0,No Trend
542783,LEE_WQ,148,CHLAC_UGL,Surface,Period of Record,2006,2019,157,1.8,0,No Trend
542784,LEE_WQ,149,CHLAC_UGL,Surface,Period of Record,2003,2019,194,1.95,0,No Trend
542785,LEE_WQ,150,CHLAC_UGL,Surface,Period of Record,2002,2020,224,3.1,0,No Trend
542786,LEE_WQ,152,CHLAC_UGL,Surface,Period of Record,2002,2019,200,2.25,0,No Trend
542787,LEE_WQ,153,CHLAC_UGL,Surface,Period of Record,2002,2020,222,1.23,0,No Trend
542788,LEE_WQ,154,CHLAC_UGL,Surface,Period of Record,2002,2019,205,1.645,0,No Trend
542789,LEE_WQ,155,CHLAC_UGL,Surface,Period of Record,2006,2019,165,1.445,0,No Trend
542790,LEE_WQ,156,CHLAC_UGL,Surface,Period of Record,2002,2018,196,3.16,0,No Trend
542791,LEE_WQ,157,CHLAC_UGL,Surface,Period of Record,2003,2019,200,2.55,0,No Trend
542792,LEE_WQ,158,CHLAC_UGL,Surface,Period of Record,2003,2020,213,2.4,0,No Trend
542793,LEE_WQ,159,CHLAC_UGL,Surface,Period of Record,2002,2020,222,2.05,0,No Trend
542794,LEE_WQ,16-18GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.78,-1,"Decreasing Trend, Smaller"
542795,LEE_WQ,16-3GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,6.19,0,No Trend
542796,LEE_WQ,160,CHLAC_UGL,Surface,Period of Record,2003,2020,206,1.46,0,No Trend
542797,LEE_WQ,161,CHLAC_UGL,Surface,Period of Record,2002,2020,219,1.91,0,No Trend
542798,LEE_WQ,162,CHLAC_UGL,Surface,Period of Record,2002,2020,223,2.315,0,No Trend
542799,LEE_WQ,163,CHLAC_UGL,Surface,Period of Record,2002,2020,210,2.1,0,No Trend
542800,LEE_WQ,166,CHLAC_UGL,Surface,Period of Record,2003,2019,193,1.72,0,No Trend
542801,LEE_WQ,167,CHLAC_UGL,Surface,Period of Record,2002,2020,210,1.2,0,No Trend
542803,LEE_WQ,171,CHLAC_UGL,Surface,Period of Record,2002,2020,223,1.8,0,No Trend
542804,LEE_WQ,172,CHLAC_UGL,Surface,Period of Record,2002,2019,204,3.37,0,No Trend
542805,LEE_WQ,173,CHLAC_UGL,Surface,Period of Record,2002,2020,218,3.29,0,No Trend
542806,LEE_WQ,174,CHLAC_UGL,Surface,Period of Record,2003,2020,209,2,0,No Trend
542807,LEE_WQ,175,CHLAC_UGL,Surface,Period of Record,2008,2020,148,1.94,0,No Trend
542808,LEE_WQ,176,CHLAC_UGL,Surface,Period of Record,2003,2020,208,2.07,0,No Trend
542809,LEE_WQ,177,CHLAC_UGL,Surface,Period of Record,2003,2018,183,2.5,0,No Trend
542810,LEE_WQ,178,CHLAC_UGL,Surface,Period of Record,2002,2020,212,1.7,0,No Trend
542811,LEE_WQ,179,CHLAC_UGL,Surface,Period of Record,2002,2018,194,1.8,0,No Trend
542812,LEE_WQ,18-6GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.8,-1,"Decreasing Trend, Smaller"
542814,LEE_WQ,181,CHLAC_UGL,Surface,Period of Record,2002,2020,224,1.65,0,No Trend
542815,LEE_WQ,182,CHLAC_UGL,Surface,Period of Record,2003,2020,214,2.7,0,No Trend
542816,LEE_WQ,185,CHLAC_UGL,Surface,Period of Record,2006,2020,171,2.39,0,No Trend
542817,LEE_WQ,186,CHLAC_UGL,Surface,Period of Record,2002,2020,223,2.27,0,No Trend
542818,LEE_WQ,187,CHLAC_UGL,Surface,Period of Record,2002,2020,217,2.35,0,No Trend
542819,LEE_WQ,20-29GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.8,-1,"Decreasing Trend, Smaller"
542820,LEE_WQ,20-9GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.6,0,No Trend
542823,LEE_WQ,20A-11GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.8,-1,"Decreasing Trend, Smaller"
542824,LEE_WQ,20A-19GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.6,0,No Trend
542825,LEE_WQ,21-7GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.9,-1,"Decreasing Trend, Smaller"
542829,LEE_WQ,22-18GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.5,-1,"Decreasing Trend, Smaller"
542830,LEE_WQ,22-7GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.9,-1,"Decreasing Trend, Smaller"
542833,LEE_WQ,23-27GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.9,-1,"Decreasing Trend, Smaller"
542834,LEE_WQ,23-5GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.34,0,No Trend
542838,LEE_WQ,24-19GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.895,-1,"Decreasing Trend, Smaller"
542839,LEE_WQ,24-7GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.4,0,No Trend
542842,LEE_WQ,25-GR20,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.2,-1,"Decreasing Trend, Smaller"
542843,LEE_WQ,250,CHLAC_UGL,Surface,Period of Record,2003,2018,180,2.6,0,No Trend
542844,LEE_WQ,251,CHLAC_UGL,Surface,Period of Record,2007,2020,161,3.09,0,No Trend
542849,LEE_WQ,27-6GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.4,0,No Trend
542850,LEE_WQ,272,CHLAC_UGL,Surface,Period of Record,2005,2019,174,1.985,0,No Trend
542852,LEE_WQ,275,CHLAC_UGL,Surface,Period of Record,2004,2020,188,5.06,0,No Trend
542854,LEE_WQ,27O-GR20,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.7,-1,"Decreasing Trend, Smaller"
542855,LEE_WQ,28-5GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.28,-1,"Decreasing Trend, Smaller"
542861,LEE_WQ,29-8GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.3,0,No Trend
542862,LEE_WQ,294,CHLAC_UGL,Surface,Period of Record,2006,2020,173,2.7,0,No Trend
542863,LEE_WQ,295,CHLAC_UGL,Surface,Period of Record,2004,2020,201,2.2,0,No Trend
542864,LEE_WQ,297,CHLAC_UGL,Surface,Period of Record,2004,2019,181,2.67,0,No Trend
542865,LEE_WQ,298,CHLAC_UGL,Surface,Period of Record,2003,2018,174,2.8,0,No Trend
542867,LEE_WQ,305,CHLAC_UGL,Surface,Period of Record,2003,2020,201,2.545,0,No Trend
542868,LEE_WQ,307,CHLAC_UGL,Surface,Period of Record,2003,2020,198,3.945,0,No Trend
542871,LEE_WQ,317,CHLAC_UGL,Surface,Period of Record,2003,2019,193,5.5,0,No Trend
542872,LEE_WQ,319,CHLAC_UGL,Surface,Period of Record,2006,2020,177,4.055,0,No Trend
542874,LEE_WQ,322,CHLAC_UGL,Surface,Period of Record,2006,2019,162,2.95,0,No Trend
542875,LEE_WQ,323,CHLAC_UGL,Surface,Period of Record,2006,2020,172,1.92,0,No Trend
542876,LEE_WQ,324,CHLAC_UGL,Surface,Period of Record,2007,2020,162,1.32,0,No Trend
542877,LEE_WQ,325,CHLAC_UGL,Surface,Period of Record,2006,2019,161,1.17,0,No Trend
542880,LEE_WQ,330,CHLAC_UGL,Surface,Period of Record,2004,2020,193,4.285,0,No Trend
542881,LEE_WQ,331,CHLAC_UGL,Surface,Period of Record,2005,2020,182,2.58,0,No Trend
542882,LEE_WQ,332,CHLAC_UGL,Surface,Period of Record,2005,2020,179,3.9,0,No Trend
542883,LEE_WQ,335,CHLAC_UGL,Surface,Period of Record,2007,2020,154,1,0,No Trend
542884,LEE_WQ,336,CHLAC_UGL,Surface,Period of Record,2006,2020,167,1.3,0,No Trend
542885,LEE_WQ,337,CHLAC_UGL,Surface,Period of Record,2007,2020,168,1.6,0,No Trend
542886,LEE_WQ,338,CHLAC_UGL,Surface,Period of Record,2006,2019,152,1.55,0,No Trend
542888,LEE_WQ,343,CHLAC_UGL,Surface,Period of Record,2006,2020,179,2.5,0,No Trend
542891,LEE_WQ,346,CHLAC_UGL,Surface,Period of Record,2003,2020,204,2.3475,0,No Trend
542892,LEE_WQ,347,CHLAC_UGL,Surface,Period of Record,2006,2019,152,2.3,0,No Trend
542893,LEE_WQ,348,CHLAC_UGL,Surface,Period of Record,2007,2020,163,1.945,-1,"Decreasing Trend, Smaller"
542894,LEE_WQ,349,CHLAC_UGL,Surface,Period of Record,2006,2020,169,2.07,0,No Trend
542895,LEE_WQ,350,CHLAC_UGL,Surface,Period of Record,2006,2020,172,2.25,0,No Trend
542896,LEE_WQ,351,CHLAC_UGL,Surface,Period of Record,2006,2020,173,1.82,0,No Trend
542900,LEE_WQ,357,CHLAC_UGL,Surface,Period of Record,2007,2020,163,2.76,0,No Trend
542901,LEE_WQ,358,CHLAC_UGL,Surface,Period of Record,2006,2020,174,2.28,0,No Trend
542902,LEE_WQ,359,CHLAC_UGL,Surface,Period of Record,2006,2020,170,2.2,0,No Trend
542903,LEE_WQ,360,CHLAC_UGL,Surface,Period of Record,2006,2020,171,1.79,0,No Trend
542904,LEE_WQ,361,CHLAC_UGL,Surface,Period of Record,2006,2020,174,2.6,0,No Trend
542905,LEE_WQ,362,CHLAC_UGL,Surface,Period of Record,2008,2020,141,2.045,0,No Trend
542906,LEE_WQ,363,CHLAC_UGL,Surface,Period of Record,2006,2020,170,1.85,0,No Trend
542907,LEE_WQ,364,CHLAC_UGL,Surface,Period of Record,2006,2020,165,1.775,0,No Trend
542908,LEE_WQ,365,CHLAC_UGL,Surface,Period of Record,2006,2019,152,2.01,0,No Trend
542910,LEE_WQ,37-4GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,0.7,0,No Trend
542911,LEE_WQ,371,CHLAC_UGL,Surface,Period of Record,2006,2020,170,3.09,0,No Trend
542912,LEE_WQ,372,CHLAC_UGL,Surface,Period of Record,2008,2020,145,3.125,0,No Trend
542913,LEE_WQ,374,CHLAC_UGL,Surface,Period of Record,2007,2019,145,2,0,No Trend
542914,LEE_WQ,375,CHLAC_UGL,Surface,Period of Record,2006,2020,169,1.79,0,No Trend
542915,LEE_WQ,376,CHLAC_UGL,Surface,Period of Record,2006,2020,168,1.97,0,No Trend
542916,LEE_WQ,377,CHLAC_UGL,Surface,Period of Record,2006,2020,168,1.67,0,No Trend
542917,LEE_WQ,378,CHLAC_UGL,Surface,Period of Record,2006,2020,172,1.6575,0,No Trend
542919,LEE_WQ,38-3GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.95,1,"Increasing Trend, Smaller"
542922,LEE_WQ,386,CHLAC_UGL,Surface,Period of Record,2002,2020,223,2.51,0,No Trend
542923,LEE_WQ,387,CHLAC_UGL,Surface,Period of Record,2004,2020,196,2.6,0,No Trend
542925,LEE_WQ,39-GR20,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.99,-1,"Decreasing Trend, Smaller"
542927,LEE_WQ,394,CHLAC_UGL,Surface,Period of Record,2002,2020,211,3.015,0,No Trend
542928,LEE_WQ,395,CHLAC_UGL,Surface,Period of Record,2002,2020,216,1.98,0,No Trend
542930,LEE_WQ,40-18GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,0.9,0,No Trend
542931,LEE_WQ,40-32GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.27,0,No Trend
542932,LEE_WQ,403,CHLAC_UGL,Surface,Period of Record,2002,2019,201,3.69,0,No Trend
542933,LEE_WQ,404,CHLAC_UGL,Surface,Period of Record,2005,2020,175,2.18,0,No Trend
542934,LEE_WQ,412,CHLAC_UGL,Surface,Period of Record,2004,2020,197,2.28,0,No Trend
542935,LEE_WQ,413,CHLAC_UGL,Surface,Period of Record,2002,2020,215,2.75,0,No Trend
542936,LEE_WQ,417,CHLAC_UGL,Surface,Period of Record,2005,2020,186,3,0,No Trend
542937,LEE_WQ,418,CHLAC_UGL,Surface,Period of Record,2002,2020,219,3.16,0,No Trend
542938,LEE_WQ,419,CHLAC_UGL,Surface,Period of Record,2002,2019,199,3.15,-2,"Decreasing Trend, Larger Rate"
542939,LEE_WQ,423,CHLAC_UGL,Surface,Period of Record,2002,2020,217,3.15,0,No Trend
542940,LEE_WQ,428,CHLAC_UGL,Surface,Period of Record,2002,2020,212,3.18,0,No Trend
542941,LEE_WQ,429,CHLAC_UGL,Surface,Period of Record,2002,2020,221,3.01,0,No Trend
542942,LEE_WQ,435,CHLAC_UGL,Surface,Period of Record,2003,2020,211,5.61,0,No Trend
542945,LEE_WQ,442,CHLAC_UGL,Surface,Period of Record,2002,2020,217,4.475,0,No Trend
542947,LEE_WQ,448,CHLAC_UGL,Surface,Period of Record,2003,2020,206,3.4,0,No Trend
542948,LEE_WQ,449,CHLAC_UGL,Surface,Period of Record,2003,2020,212,4.59,0,No Trend
542949,LEE_WQ,450,CHLAC_UGL,Surface,Period of Record,2002,2020,213,3.95,0,No Trend
542950,LEE_WQ,453,CHLAC_UGL,Surface,Period of Record,2002,2019,198,3.5,0,No Trend
542951,LEE_WQ,454,CHLAC_UGL,Surface,Period of Record,2002,2020,209,3.88,0,No Trend
542952,LEE_WQ,455,CHLAC_UGL,Surface,Period of Record,2003,2020,210,2.2,0,No Trend
542954,LEE_WQ,463,CHLAC_UGL,Surface,Period of Record,2003,2019,198,6.54,0,No Trend
542955,LEE_WQ,46B-9GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.59,-1,"Decreasing Trend, Smaller"
542956,LEE_WQ,46B-L6GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,6.2,0,No Trend
542957,LEE_WQ,47A-15GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,1.7,-1,"Decreasing Trend, Smaller"
542958,LEE_WQ,47A-28GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.28,-1,"Decreasing Trend, Smaller"
542959,LEE_WQ,47A-4GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.97,-1,"Decreasing Trend, Smaller"
542960,LEE_WQ,47B-11GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.26,-1,"Decreasing Trend, Smaller"
542961,LEE_WQ,48-10GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,5.9,-1,"Decreasing Trend, Smaller"
542962,LEE_WQ,48-15GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,4.3,-1,"Decreasing Trend, Smaller"
542963,LEE_WQ,48-25GR,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2,-1,"Decreasing Trend, Smaller"
542964,LEE_WQ,604,CHLAC_UGL,Surface,Period of Record,2003,2019,185,2.9,0,No Trend
542965,LEE_WQ,608,CHLAC_UGL,Surface,Period of Record,2003,2019,188,2.06,-1,"Decreasing Trend, Smaller"
542966,LEE_WQ,611,CHLAC_UGL,Surface,Period of Record,2004,2020,187,2.29,0,No Trend
542967,LEE_WQ,612,CHLAC_UGL,Surface,Period of Record,2003,2020,205,2.56,0,No Trend
542968,LEE_WQ,613,CHLAC_UGL,Surface,Period of Record,2004,2020,190,4.2,0,No Trend
542969,LEE_WQ,615,CHLAC_UGL,Surface,Period of Record,2003,2020,202,2,0,No Trend
542970,LEE_WQ,616,CHLAC_UGL,Surface,Period of Record,2004,2019,183,2.4,0,No Trend
542971,LEE_WQ,618,CHLAC_UGL,Surface,Period of Record,2004,2019,184,3.9,0,No Trend
542972,LEE_WQ,619,CHLAC_UGL,Surface,Period of Record,2003,2020,205,3.38,0,No Trend
542973,LEE_WQ,620,CHLAC_UGL,Surface,Period of Record,2003,2020,204,3.03,0,No Trend
542974,LEE_WQ,621,CHLAC_UGL,Surface,Period of Record,2003,2020,205,2.515,0,No Trend
542975,LEE_WQ,622,CHLAC_UGL,Surface,Period of Record,2005,2020,186,2.775,-1,"Decreasing Trend, Smaller"
542976,LEE_WQ,624,CHLAC_UGL,Surface,Period of Record,2004,2020,199,2.59,0,No Trend
542977,LEE_WQ,625,CHLAC_UGL,Surface,Period of Record,2003,2020,208,3.165,0,No Trend
542978,LEE_WQ,626,CHLAC_UGL,Surface,Period of Record,2003,2020,207,3.56,0,No Trend
542979,LEE_WQ,629,CHLAC_UGL,Surface,Period of Record,2004,2020,193,2.715,0,No Trend
542980,LEE_WQ,630,CHLAC_UGL,Surface,Period of Record,2004,2020,195,3.15,0,No Trend
542981,LEE_WQ,631,CHLAC_UGL,Surface,Period of Record,2003,2020,205,3.4,0,No Trend
542982,LEE_WQ,632,CHLAC_UGL,Surface,Period of Record,2005,2018,156,3.5,0,No Trend
542983,LEE_WQ,635,CHLAC_UGL,Surface,Period of Record,2004,2020,193,3.15,0,No Trend
542984,LEE_WQ,636,CHLAC_UGL,Surface,Period of Record,2005,2020,183,2.99,0,No Trend
542985,LEE_WQ,638,CHLAC_UGL,Surface,Period of Record,2003,2020,201,2.35,0,No Trend
542986,LEE_WQ,639,CHLAC_UGL,Surface,Period of Record,2004,2019,183,2.31,0,No Trend
542988,LEE_WQ,642,CHLAC_UGL,Surface,Period of Record,2004,2020,201,4,0,No Trend
542989,LEE_WQ,645,CHLAC_UGL,Surface,Period of Record,2003,2020,199,3.015,0,No Trend
542991,LEE_WQ,BILLGR20,CHLAC_UGL,Surface,Period of Record,1999,2020,256,3.4,1,"Increasing Trend, Smaller"
542992,LEE_WQ,BILLGR60,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2,0,No Trend
542993,LEE_WQ,BURNTS,CHLAC_UGL,Surface,Period of Record,2006,2020,173,2.415,0,No Trend
542994,LEE_WQ,CES01SUR,CHLAC_UGL,Surface,Period of Record,1999,2020,261,5.05,1,"Increasing Trend, Smaller"
542995,LEE_WQ,CES03BOT,CHLAC_UGL,Surface,Period of Record,2002,2006,52,3.1,0,No Trend
542996,LEE_WQ,CES03SUR,CHLAC_UGL,Surface,Period of Record,1999,2020,261,4.795,-1,"Decreasing Trend, Smaller"
542997,LEE_WQ,CES04BOT,CHLAC_UGL,Surface,Period of Record,2002,2006,52,3.8,-2,"Decreasing Trend, Larger Rate"
542998,LEE_WQ,CES04SUR,CHLAC_UGL,Surface,Period of Record,1999,2020,261,3.68,-1,"Decreasing Trend, Smaller"
542999,LEE_WQ,CES06BOT,CHLAC_UGL,Surface,Period of Record,2002,2006,52,5.4,-2,"Decreasing Trend, Larger Rate"
543000,LEE_WQ,CES06SUR,CHLAC_UGL,Surface,Period of Record,1999,2020,261,3.915,-1,"Decreasing Trend, Smaller"
543001,LEE_WQ,CES10SUR,CHLAC_UGL,Surface,Period of Record,2006,2020,172,1.7,0,No Trend
543002,LEE_WQ,CYPRESSGR,CHLAC_UGL,Surface,Period of Record,2005,2020,187,0.72,-1,"Decreasing Trend, Smaller"
543003,LEE_WQ,DEEPGR10,CHLAC_UGL,Surface,Period of Record,1999,2020,256,5.5,-1,"Decreasing Trend, Smaller"
543004,LEE_WQ,DEEPGR50,CHLAC_UGL,Surface,Period of Record,1999,2020,256,5.045,-1,"Decreasing Trend, Smaller"
543005,LEE_WQ,DEEPGR90,CHLAC_UGL,Surface,Period of Record,1999,2020,256,9.3,-1,"Decreasing Trend, Smaller"
543006,LEE_WQ,EB-01,CHLAC_UGL,Surface,Period of Record,1994,2020,318,3.2,-1,"Decreasing Trend, Smaller"
543007,LEE_WQ,EB-02,CHLAC_UGL,Surface,Period of Record,1994,2020,318,3.2,-1,"Decreasing Trend, Smaller"
543008,LEE_WQ,EB-03,CHLAC_UGL,Surface,Period of Record,1994,2020,318,3.15,-1,"Decreasing Trend, Smaller"
543009,LEE_WQ,EB-04,CHLAC_UGL,Surface,Period of Record,1994,2020,318,3,-1,"Decreasing Trend, Smaller"
543010,LEE_WQ,EB-05,CHLAC_UGL,Surface,Period of Record,1994,2020,318,2.81,-1,"Decreasing Trend, Smaller"
543011,LEE_WQ,EB-06,CHLAC_UGL,Surface,Period of Record,1994,2020,318,2.7,-1,"Decreasing Trend, Smaller"
543012,LEE_WQ,EB-07,CHLAC_UGL,Surface,Period of Record,1994,2020,318,4.475,-1,"Decreasing Trend, Smaller"
543013,LEE_WQ,EB-08,CHLAC_UGL,Surface,Period of Record,1994,2020,318,2.67,-1,"Decreasing Trend, Smaller"
543014,LEE_WQ,EB-09,CHLAC_UGL,Surface,Period of Record,1994,2020,318,3.25,-1,"Decreasing Trend, Smaller"
543015,LEE_WQ,EB-10,CHLAC_UGL,Surface,Period of Record,1994,2020,318,3.42,-1,"Decreasing Trend, Smaller"
543016,LEE_WQ,EB-11,CHLAC_UGL,Surface,Period of Record,1994,2020,318,3,-1,"Decreasing Trend, Smaller"
543017,LEE_WQ,EB-12,CHLAC_UGL,Surface,Period of Record,1994,2020,318,2.04,-1,"Decreasing Trend, Smaller"
543018,LEE_WQ,EB-13,CHLAC_UGL,Surface,Period of Record,1994,2020,318,2.6,-1,"Decreasing Trend, Smaller"
543019,LEE_WQ,EB-14,CHLAC_UGL,Surface,Period of Record,1994,2020,318,2.79,-1,"Decreasing Trend, Smaller"
543020,LEE_WQ,GATRGR30,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.8,-1,"Decreasing Trend, Smaller"
543021,LEE_WQ,GATRGR60,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2,-1,"Decreasing Trend, Smaller"
543022,LEE_WQ,HENDGR01,CHLAC_UGL,Surface,Period of Record,2003,2020,213,4.45,0,No Trend
543023,LEE_WQ,HENDGR02,CHLAC_UGL,Surface,Period of Record,2003,2020,213,6.84,0,No Trend
543024,LEE_WQ,HENDGR11A,CHLAC_UGL,Surface,Period of Record,2008,2020,154,2.14,0,No Trend
543025,LEE_WQ,HENDGR20,CHLAC_UGL,Surface,Period of Record,1999,2020,256,4.29,0,No Trend
543026,LEE_WQ,HENDGR30,CHLAC_UGL,Surface,Period of Record,1999,2020,256,5.71,0,No Trend
543027,LEE_WQ,HENDGR40,CHLAC_UGL,Surface,Period of Record,2007,2020,161,3.12,0,No Trend
543028,LEE_WQ,HENDGR41,CHLAC_UGL,Surface,Period of Record,2007,2020,160,4.66,0,No Trend
543029,LEE_WQ,IMPRGR01,CHLAC_UGL,Surface,Period of Record,2003,2020,212,3.9,-1,"Decreasing Trend, Smaller"
543030,LEE_WQ,IMPRGR30,CHLAC_UGL,Surface,Period of Record,1999,2020,256,4.57,-1,"Decreasing Trend, Smaller"
543031,LEE_WQ,IMPRGR41,CHLAC_UGL,Surface,Period of Record,1999,2020,256,4.99,0,No Trend
543032,LEE_WQ,IMPRGR51,CHLAC_UGL,Surface,Period of Record,1999,2020,256,2.165,0,No Trend
543033,LEE_WQ,IMPRGR80,CHLAC_UGL,Surface,Period of Record,2004,2020,204,1.37,0,No Trend
543034,LEE_WQ,KEHLGR,CHLAC_UGL,Surface,Period of Record,2003,2020,209,1.55,-1,"Decreasing Trend, Smaller"
543036,LEE_WQ,LP-10,CHLAC_UGL,Surface,Period of Record,2001,2020,229,9.9,1,"Increasing Trend, Smaller"
543037,LEE_WQ,LP-CT1,CHLAC_UGL,Surface,Period of Record,2001,2020,229,4.1,-1,"Decreasing Trend, Smaller"
543038,LEE_WQ,LP-CT2,CHLAC_UGL,Surface,Period of Record,2001,2020,229,4.105,0,No Trend
543039,LEE_WQ,LP-CT3,CHLAC_UGL,Surface,Period of Record,2001,2020,229,11.7,0,No Trend
543040,LEE_WQ,LP-CUT,CHLAC_UGL,Surface,Period of Record,2001,2020,229,4.42,-1,"Decreasing Trend, Smaller"
543041,LEE_WQ,LP-EW,CHLAC_UGL,Surface,Period of Record,2001,2020,229,1.5,-1,"Decreasing Trend, Smaller"
543042,LEE_WQ,LP-R8,CHLAC_UGL,Surface,Period of Record,2001,2020,229,2.325,-1,"Decreasing Trend, Smaller"
543043,LEE_WQ,LP-RLFMO,CHLAC_UGL,Surface,Period of Record,2001,2020,229,5,-1,"Decreasing Trend, Smaller"
543044,LEE_WQ,LP-RLI,CHLAC_UGL,Surface,Period of Record,2001,2020,229,4.785,-1,"Decreasing Trend, Smaller"
543045,LEE_WQ,LP-TIPTO,CHLAC_UGL,Surface,Period of Record,2001,2020,229,1.5,-1,"Decreasing Trend, Smaller"
543046,LEE_WQ,MULLGR01,CHLAC_UGL,Surface,Period of Record,2003,2020,213,2.35,-1,"Decreasing Trend, Smaller"
543047,LEE_WQ,MULLGR02,CHLAC_UGL,Surface,Period of Record,2003,2020,213,2.6,-1,"Decreasing Trend, Smaller"
543048,LEE_WQ,PI-01,CHLAC_UGL,Surface,Period of Record,1996,2020,294,2.08,-1,"Decreasing Trend, Smaller"
543049,LEE_WQ,PI-02,CHLAC_UGL,Surface,Period of Record,1996,2020,294,1.6,-1,"Decreasing Trend, Smaller"
543050,LEE_WQ,PI-03,CHLAC_UGL,Surface,Period of Record,1996,2020,294,2.7,-1,"Decreasing Trend, Smaller"
