Stratum,DATASOURCE,STATIONID,STATIONNAME,UNIQUEID
617,STORET_21FLFTM,28020097,FT MY BCH OUT BCH HTL,STORET_21FLFTM : 28020097
617,STORET_21FLWPB,28020095,FT MY BCH OUT NEPTUNE INN,STORET_21FLWPB : 28020095
617,STORET_21FLWPB,28020096,FT MY BCH OUT PELICAN HTL,STORET_21FLWPB : 28020096
617,STORET_21FLWPB,28021997,KEY ESTERO IS SHOPS FT MYERS BCH,STORET_21FLWPB : 28021997
617,STORET_21FLWPB,28021998,KEY ESTERO IS SHOPS FT MYERS BCH,STORET_21FLWPB : 28021998
617,LEGACYSTORET_21FLA,28020095,FT MY BCH OUT NEPTUNE INN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020095
617,LEGACYSTORET_21FLA,28020096,FT MY BCH OUT PELICAN HTL / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020096
617,LEGACYSTORET_21FLA,28020097,FT MY BCH OUT BCH HTL / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020097
617,LEGACYSTORET_21FLA,28021517,INF ESTERO BCH CLUB E /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021517
617,LEGACYSTORET_21FLA,28021518,EFF ESTERO BEACH CLUB E /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021518
617,LEGACYSTORET_21FLA,28021793,INF ESTERO BCH CLUB /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021793
617,LEGACYSTORET_21FLA,28021794,EFF ESTERO BCH CLUB / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021794
617,STORET_CHNEPEB,617,617,STORET_CHNEPEB : 617
385,STORET_21FLWPB,28021557,INF SHELL HARBOR INN,STORET_21FLWPB : 28021557
385,STORET_21FLWPB,28021558,EFF SHELL HARBOR INN,STORET_21FLWPB : 28021558
385,STORET_21FLWPB,28022027,SURFRIDER MOTEL E GULF DR LEE CO,STORET_21FLWPB : 28022027
385,STORET_21FLWPB,28022028,SURFRIDER MOTEL E GULF DR LEE CO,STORET_21FLWPB : 28022028
384,STORET_21FLFTM,28020045,SANIB R BCH RD BR W,STORET_21FLFTM : 28020045
384,STORET_21FLFTM,28020046,SANIBEL RIVER AT BEACH RD,STORET_21FLFTM : 28020046
384,STORET_21FLFTM,28020047,SANIB R TULIPA WAY W,STORET_21FLFTM : 28020047
384,STORET_21FLKWAT,LEE-SA-RIVER-4,Lee-Sanibel River-4-4,STORET_21FLKWAT : LEE-SA-RIVER-4
384,STORET_21FLKWAT,LEE-SA-RIVER-5,Lee-Sanibel River-5-5,STORET_21FLKWAT : LEE-SA-RIVER-5
384,USGS_NWIS,262607082025400,46S23E30 LS-553,USGS_NWIS : 262607082025400
384,USGS_NWIS,262628082024700,SANIBEL RIV AT DONAX ST AT SANIBEL FL,USGS_NWIS : 262628082024700
384,USGS_NWIS,262628082024701,"46S23E30 LS-505 SANIBEL R SANIBEL,FLA.",USGS_NWIS : 262628082024701
384,USGS_NWIS,262631082023600,SANIBEL RIV AT SANIBEL FL,USGS_NWIS : 262631082023600
384,USGS_NWIS,262632082024200,SANIBEL RIVER AT DONAX ST AT SANIBEL FL,USGS_NWIS : 262632082024200
384,USGS_NWIS,262633082022500,SANIBEL RIV AT BEACH RD AT SANIBEL FL,USGS_NWIS : 262633082022500
384,USGS_NWIS,262636082024001,"46S23E19  LS-539   BEACHVIEW CA SANIBEL, FLA.",USGS_NWIS : 262636082024001
384,USGS_NWIS,262636082024500,BEACHVIEW CANAL AT DONAX ST AT SANIBEL FL,USGS_NWIS : 262636082024500
384,USGS_NWIS,262636082024800,BEACHVIEW BYPASS CANAL AT SANIBEL FL,USGS_NWIS : 262636082024800
384,USGS_NWIS,262636082025200,NORTH BEACHVIEW BYPASS CA AT SANIBEL FL,USGS_NWIS : 262636082025200
384,USGS_NWIS,262636082025300,BEACHVIEW BYPASS CA AT DONAX ST AT SANIBEL FL,USGS_NWIS : 262636082025300
384,USGS_NWIS,262637082024700,POND AT PERIWINKLE WAY AT SANIBEL FL,USGS_NWIS : 262637082024700
384,USGS_NWIS,262651082021300,DRAINAGE CANAL AT PERIWINKLE AT SANIBEL FL,USGS_NWIS : 262651082021300
384,LAKEWATCH_V,Sanibel River-4-Lee,Sanibel River-4,LAKEWATCH_V : Sanibel River-4-Lee
384,LAKEWATCH_V,Sanibel River-5-Lee,Sanibel River-5,LAKEWATCH_V : Sanibel River-5-Lee
384,LEGACYSTORET_21FLA,28020045,SANIB R BCH RD BR W / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020045
384,LEGACYSTORET_21FLA,28020046,SANIBEL RIVER AT BEACH RD / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020046
384,LEGACYSTORET_21FLA,28020047,SANIB R TULIPA WAY W / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020047
384,LEGACYSTORET_21FLA,28021777,INF TULIPA WAY /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021777
384,LEGACYSTORET_21FLA,28021778,EFF TULIPA WAY / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021778
384,USGS_NWIS,262631082023500,SANIBEL RIV AT PERIWINKLE WAY ATSANIBEL PL,USGS_NWIS : 262631082023500
384,USGS_NWIS,262631082023531,SANIBEL RIVER AT TAHITI SHORES,USGS_NWIS : 262631082023531
383,STORET_21FLFTM,28020048,SANIB R CASA YBEL E,STORET_21FLFTM : 28020048
383,STORET_21FLFTM,LEE-SA-RIVER-7,Sanibel River @ Casa Ybel Rd.~WB2092F-3,STORET_21FLFTM : LEE-SA-RIVER-7
383,STORET_21FLKWAT,LEE-SA-RIVER-7,Lee-Sanibel River-7-7,STORET_21FLKWAT : LEE-SA-RIVER-7
383,USGS_NWIS,262604082032800,46S22E25 LS-554,USGS_NWIS : 262604082032800
383,USGS_NWIS,262608082035400,46S22E25 LS-558 PURDY POND  SANIBEL ISLAND,USGS_NWIS : 262608082035400
383,USGS_NWIS,262611082031500,46S23E30  LS-585  SANIBEL ISLAND,USGS_NWIS : 262611082031500
383,USGS_NWIS,262613082033000,SANIBEL RIVER AT CASA BEL RD AT SANIBEL FL,USGS_NWIS : 262613082033000
383,USGS_NWIS,262614082035600,PURDY POND AT SANIBEL FL,USGS_NWIS : 262614082035600
383,USGS_NWIS,262617082033300,SAND PEBBLE LAKE AT SANIBEL FL,USGS_NWIS : 262617082033300
383,USGS_NWIS,262618082031200,PAN AM POND AT SANIBEL FL,USGS_NWIS : 262618082031200
383,USGS_NWIS,262622082033200,DRAINAGE CANAL AT SAND PEBBLE RD AT SANIBEL FL,USGS_NWIS : 262622082033200
383,USGS_NWIS,262625082031800,SANIBEL BYPASS CANAL AT SANIBEL FL,USGS_NWIS : 262625082031800
383,USGS_NWIS,262629082034700,SANIBEL RIVER AT SANINEL FL,USGS_NWIS : 262629082034700
383,USGS_NWIS,262631082031900,DRAINAGE CANAL AT CASA BELL RD AT SANIBEL FL,USGS_NWIS : 262631082031900
383,USGS_NWIS,262632082034700,BEACHVIEW HOLDING POND AT SANIBEL FL,USGS_NWIS : 262632082034700
383,LAKEWATCH_V,Gumbo Limbo-Lee,Gumbo Limbo,LAKEWATCH_V : Gumbo Limbo-Lee
383,LAKEWATCH_V,Roseate-Lee,Roseate,LAKEWATCH_V : Roseate-Lee
383,LAKEWATCH_V,Sanibel River-7-Lee,Sanibel River-7,LAKEWATCH_V : Sanibel River-7-Lee
383,LEGACYSTORET_21FLA,28020048,SANIB R CASA YBEL E / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020048
383,LEGACYSTORET_21FLA,28021553,INF SANIBEL CENTER BLDG /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021553
383,LEGACYSTORET_21FLA,28021554,EFF SANIBEL CENTER BLDG / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021554
383,LEGACYSTORET_21FLSFWM,L-01403,NO DESCRIPTION AVAILABLE FOR THIS STATION /  /,LEGACYSTORET_21FLSFWM : L-01403
382,USGS_NWIS,262603082044500,POLISHING POND AT SANIBEL FL,USGS_NWIS : 262603082044500
382,LEE_WQ,SC-RANDOM,San Carlos Bay Site #378 Duplicate,LEE_WQ : SC-RANDOM
382,LEGACYSTORET_21FLA,28021539,INF ISLAND SHOPPING CN /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021539
382,LEGACYSTORET_21FLA,28021540,EFF ISLAND SHOPPING CN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021540
382,LEGACYSTORET_21FLA,28021781,INF COCON GRVE SANIB /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021781
382,LEGACYSTORET_21FLA,28021782,EFF COCON GRVE SANIB / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021782
381,STORET_21FLKWAT,LEE-SA-RIVER-1,Lee-Sanibel River-1-1,STORET_21FLKWAT : LEE-SA-RIVER-1
381,STORET_21FLKWAT,LEE-SA-RIVER-6,Lee-Sanibel River-6-6,STORET_21FLKWAT : LEE-SA-RIVER-6
381,USGS_NWIS,262616082051800,TARPON BAY CANAL AT SR867 AT SANIBEL FL,USGS_NWIS : 262616082051800
381,LAKEWATCH_V,Sanibel River-1-Lee,Sanibel River-1,LAKEWATCH_V : Sanibel River-1-Lee
381,LAKEWATCH_V,Sanibel River-6-Lee,Sanibel River-6,LAKEWATCH_V : Sanibel River-6-Lee
381,LAKEWATCH_V,Tarpon Bay-1-Lee,Tarpon Bay-1,LAKEWATCH_V : Tarpon Bay-1-Lee
381,STORET_21FLKWAT,LEE-TA-ONBAY-1,Lee-Tarpon Bay-1,STORET_21FLKWAT : LEE-TA-ONBAY-1
381,STORET_21FLSCCF,TARPON BAY 1,Tarpon Bay 1,STORET_21FLSCCF : TARPON BAY 1
381,USGS_NWIS,262605082051700,46S22E27  LS-515   SANIBEL ISLAND,USGS_NWIS : 262605082051700
380,STORET_21FLFTM,LEE-SA-RIVER-2,Sanibel River @ Rabbit Rd.~WB2092F-2,STORET_21FLFTM : LEE-SA-RIVER-2
380,STORET_21FLKWAT,LEE-SA-RIVER-2,Lee-Sanibel River-2-2,STORET_21FLKWAT : LEE-SA-RIVER-2
380,USGS_NWIS,262603082063100,46S22E28 LS-516  SANIBEL ISLAND,USGS_NWIS : 262603082063100
380,USGS_NWIS,262604082064600,"46S22E28  LS-522 POND AT ROCKS, SANIBEL  FLA.",USGS_NWIS : 262604082064600
380,USGS_NWIS,262605082064900,46S22E28 LS-523  SANIBEL ISLAND,USGS_NWIS : 262605082064900
380,USGS_NWIS,262607082064100,"46S22E28 LS-581 WESTERN    EA-OATS LAKE, SANIBEL",USGS_NWIS : 262607082064100
380,USGS_NWIS,262607082064400,46S22E28 LS-580 EAST ROCKS LAKE SANIBEL ISLAND,USGS_NWIS : 262607082064400
380,USGS_NWIS,262609082064400,46S22E28 LS-579 SANIBEL ISLAND,USGS_NWIS : 262609082064400
380,USGS_NWIS,262616082065500,46S22E28 LS-577  SANIBEL ISLAND,USGS_NWIS : 262616082065500
380,USGS_NWIS,262619082064500,46S22E28 LS-578  SANIBEL ISLAND,USGS_NWIS : 262619082064500
380,USGS_NWIS,262627082062800,46S22E28 LS-576 SANIBEL ISLAND,USGS_NWIS : 262627082062800
380,LAKEWATCH_V,East Rocks-Lee,East Rocks,LAKEWATCH_V : East Rocks-Lee
380,LAKEWATCH_V,East Rocks West-Lee,East Rocks West,LAKEWATCH_V : East Rocks West-Lee
380,LAKEWATCH_V,Sea Oats-Lee,Sea Oats,LAKEWATCH_V : Sea Oats-Lee
380,LAKEWATCH_V,Sanibel River-2-Lee,Sanibel River-2,LAKEWATCH_V : Sanibel River-2-Lee
380,LEE_WQ,CHNEP_RS,stie # 162 blank,LEE_WQ : CHNEP_RS
380,USGS_NWIS,262614082062900,10B SANIBEL R AT RABBIT RD,USGS_NWIS : 262614082062900
380,USGS_NWIS,262615082062700,46S22E28 LS-519  SANIBEL RIVER   SANIBEL ISLAND,USGS_NWIS : 262615082062700
380,USGS_NWIS,262615082063000,"46S22E28 LS-518 SANIBEL R, SANIBEL,FLA.",USGS_NWIS : 262615082063000
380,USGS_NWIS,262617082063100,46S22E28 LS-517  SANIBEL ISLAND,USGS_NWIS : 262617082063100
518,LEGACYSTORET_21FLA,24010599,OYSTER CREEK AT SR775 / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010599
518,STORET_21FLCHAR,LBOYS1,"Oyster Cr at 2424 Placida Rd., Englewood",STORET_21FLCHAR : LBOYS1
518,SWFWMD_HYDRO_LEGACY,RNF-505,ROMP TR 3-3 LEMON BAY,SWFWMD_HYDRO_LEGACY : RNF-505
518,STORET_21FLFTM,SARABY0015FTM,Oyster Creek @ Blue Lagoon Restaurant~WB2067-3,STORET_21FLFTM : SARABY0015FTM
518,STORET_21FLFTM,SARABY0016FTM,Oyster Creek @ 2140 Oyster Creek Dr.~WB2067-4,STORET_21FLFTM : SARABY0016FTM
518,STORET_21FLFTM,SARABY0013FTM,Oyster Creek @ Via de Luna Boat Ramp~WB2067-1,STORET_21FLFTM : SARABY0013FTM
518,LEGACYSTORET_21FLGW,265531082194803,WMD SITE ID ROMP TR 3-3 SUWANNEE /  /,LEGACYSTORET_21FLGW : 265531082194803
518,LEGACYSTORET_21FLGW,265531082194804,WMD SITE ID ROMP TR 3-3 L INT /  /,LEGACYSTORET_21FLGW : 265531082194804
518,LEGACYSTORET_21FLGW,265531082194805,WMD SITE ID ROMP TR 3-3 U HAWTH /  /,LEGACYSTORET_21FLGW : 265531082194805
518,LEGACYSTORET_21FLGW,265531082194806,WMD SITE ID ROMP TR 3-3 SURF /  /,LEGACYSTORET_21FLGW : 265531082194806
518,STORET_21FLSWFD,764156,LBM2009062611,STORET_21FLSWFD : 764156
518,STORET_21FLSWFD,764158,LBM2009062613,STORET_21FLSWFD : 764158
518,STORET_21FLSWFD,764242,LBM2009081913,STORET_21FLSWFD : 764242
518,STORET_21FLSWFD,764366,LBM2009102013,STORET_21FLSWFD : 764366
518,STORET_21FLSWFD,764487,LBM2009121811,STORET_21FLSWFD : 764487
518,STORET_21FLSWFD,764488,LBM2009121812,STORET_21FLSWFD : 764488
518,STORET_21FLSWFD,764505,LBM2010021608,STORET_21FLSWFD : 764505
518,STORET_21FLSWFD,764706,LBM2010041608,STORET_21FLSWFD : 764706
518,STORET_21FLSWFD,764707,LBM2010041609,STORET_21FLSWFD : 764707
518,CHEVWQMN_WQ,LBOYS1,Oyster Creek,CHEVWQMN_WQ : LBOYS1
518,STORET_CHNEPLLB,518,518,STORET_CHNEPLLB : 518
517,LEGACYSTORET_21FLA,24010600,AINGER CRK AT SR 775 BRDG / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010600
517,LEGACYSTORET_21FLA,24010664,LEMON BAY-MARKER 23 / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010664
517,STORET_21FLCHAR,LBOYS5,Oyster Cr at SR775,STORET_21FLCHAR : LBOYS5
517,STORET_21FLFMRI,SAR200123,Sarasota - Lemon Bay,STORET_21FLFMRI : SAR200123
517,STORET_21FLFMRI,SAR200124,Sarasota - Lemon Bay,STORET_21FLFMRI : SAR200124
517,SARASOTAES_WQ,LB-6,GULF OF MEXICO LB-6,SARASOTAES_WQ : LB-6
517,STORET_21FLFTM,SARABY0017FTM,Rock Creek @ Placida Blvd. Boat Ramp~WB2052-1,STORET_21FLFTM : SARABY0017FTM
517,STORET_21FLSWFD,764155,LBM2009062610,STORET_21FLSWFD : 764155
517,STORET_21FLSWFD,764157,LBM2009062612,STORET_21FLSWFD : 764157
517,STORET_21FLSWFD,764237,LBM2009081908,STORET_21FLSWFD : 764237
517,STORET_21FLSWFD,764238,LBM2009081909,STORET_21FLSWFD : 764238
517,STORET_21FLSWFD,764239,LBM2009081910,STORET_21FLSWFD : 764239
517,STORET_21FLSWFD,764240,LBM2009081911,STORET_21FLSWFD : 764240
517,STORET_21FLSWFD,764241,LBM2009081912,STORET_21FLSWFD : 764241
517,STORET_21FLSWFD,764363,LBM2009102010,STORET_21FLSWFD : 764363
517,STORET_21FLSWFD,764364,LBM2009102011,STORET_21FLSWFD : 764364
517,STORET_21FLSWFD,764365,LBM2009102012,STORET_21FLSWFD : 764365
517,STORET_21FLSWFD,764483,LBM2009121807,STORET_21FLSWFD : 764483
517,STORET_21FLSWFD,764484,LBM2009121808,STORET_21FLSWFD : 764484
517,STORET_21FLSWFD,764485,LBM2009121809,STORET_21FLSWFD : 764485
517,STORET_21FLSWFD,764506,LBM2010021609,STORET_21FLSWFD : 764506
517,STORET_21FLSWFD,764507,LBM2010021610,STORET_21FLSWFD : 764507
517,STORET_21FLSWFD,764508,LBM2010021611,STORET_21FLSWFD : 764508
517,STORET_21FLSWFD,764610,LBM2010041606,STORET_21FLSWFD : 764610
517,STORET_21FLSWFD,764705,LBM2010041607,STORET_21FLSWFD : 764705
517,STORET_21FLSWFD,764715,LBM2010041704,STORET_21FLSWFD : 764715
517,CHEVWQMN_WQ,LBANG1,Ainger Cr,CHEVWQMN_WQ : LBANG1
517,STORET_CHNEPLLB,517,517,STORET_CHNEPLLB : 517
516,DACS_WQ,56-215,LEMON BAY 56-215,DACS_WQ : 56-215
516,LEGACYSTORET_21FLA,24010674,LEMON BAY BOAT BASIN ENGLEWOODBC / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010674
516,LEGACYSTORET_21FLA,24010675,LEMON BAY AT ENGLEWOOD VILLA STP / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010675
516,LEGACYSTORET_21FLA,24011699,INF SEAHORSE APTS / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24011699
516,LEGACYSTORET_21FLA,24011700,EFF SEAHORSE APTS / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24011700
516,STORET_21FLDOH,CHARLOTTE40,ENGLEWOOD MID BEACH,STORET_21FLDOH : CHARLOTTE40
516,STORET_21FLFTM,SARABY0038FTM,Manasota Key Canal @ 1455 Gulf Blvd.~WB2075D-2,STORET_21FLFTM : SARABY0038FTM
516,STORET_21FLFTM,SARABY0039FTM,Manasota Key Canal @ Chadwick Park~WB2075D-3,STORET_21FLFTM : SARABY0039FTM
516,LEGACYSTORET_21FLA,56210SEAS,EBCO WWTP /  /,LEGACYSTORET_21FLA : 56210SEAS
516,LEGACYSTORET_21FLA,56212SEAS,Chadwick Cove /  /,LEGACYSTORET_21FLA : 56212SEAS
516,LEGACYSTORET_21FLA,56215SEAS,Sandpiper Key Condos /  /,LEGACYSTORET_21FLA : 56215SEAS
516,LEGACYSTORET_21FLA,56220SEAS,Gulf to Bay MHP /  /,LEGACYSTORET_21FLA : 56220SEAS
516,LEGACYSTORET_21FLA,56230SEAS,Sandpiper Key Yacht Club docks /  /,LEGACYSTORET_21FLA : 56230SEAS
516,STORET_21FLSWFD,764258,LBM2009082103,STORET_21FLSWFD : 764258
516,STORET_21FLSWFD,764362,LBM2009102009,STORET_21FLSWFD : 764362
516,STORET_21FLSWFD,764482,LBM2009121806,STORET_21FLSWFD : 764482
516,STORET_21FLSWFD,764504,LBM2010021607,STORET_21FLSWFD : 764504
516,STORET_21FLSWFD,764509,LBM2010021612,STORET_21FLSWFD : 764509
516,STORET_21FLSWFD,764609,LBM2010041605,STORET_21FLSWFD : 764609
516,STORET_CHNEPLLB,516,516,STORET_CHNEPLLB : 516
521,LEGACYSTORET_21FLA,24011811,INF MAR-JON LAUND GROVE CITY CHA / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24011811
521,LEGACYSTORET_21FLA,24011812,EFF MAR-JON LAUND GROVE CITY CHA / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24011812
521,STORET_21FLSEAS,56SEAS009,ICWW channel marker 17A,STORET_21FLSEAS : 56SEAS009
521,LEGACYSTORET_21FLSWFD,FLO0653,LEMON BAY STUMP PASS MAIN LAND /  /,LEGACYSTORET_21FLSWFD : FLO0653
521,STORET_21FLSWFD,764152,LBM2009062607,STORET_21FLSWFD : 764152
521,STORET_21FLSWFD,764489,LBM2009121813,STORET_21FLSWFD : 764489
521,STORET_21FLSWFD,764502,LBM2010021605,STORET_21FLSWFD : 764502
521,STORET_21FLSWFD,764608,LBM2010041604,STORET_21FLSWFD : 764608
521,STORET_CHNEPLLB,521,521,STORET_CHNEPLLB : 521
520,DACS_WQ,56-129,LEMON BAY 56-129,DACS_WQ : 56-129
520,DACS_WQ,56-190,LEMON BAY 56-190,DACS_WQ : 56-190
520,LEGACYSTORET_21FLA,24010667,LEMON BAY-MARKER 20 / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010667
520,STORET_21FLKWAT,CHA-CHA2-867,Charlotte-CHA2-867,STORET_21FLKWAT : CHA-CHA2-867
520,STORET_21FLKWAT,CHA-CHA2-872,Charlotte-CHA2-872,STORET_21FLKWAT : CHA-CHA2-872
520,STORET_21FLKWAT,CHA-CHA2-876,Charlotte-CHA2-876,STORET_21FLKWAT : CHA-CHA2-876
520,LEGACYSTORET_21FLA,56129SEAS,ICWW 19A /  /,LEGACYSTORET_21FLA : 56129SEAS
520,LEGACYSTORET_21FLA,56190SEAS,NE tip of Whidden Key /  /,LEGACYSTORET_21FLA : 56190SEAS
520,STORET_21FLSWFD,764235,LBM2009081906,STORET_21FLSWFD : 764235
520,STORET_21FLSWFD,764360,LBM2009102007,STORET_21FLSWFD : 764360
520,STORET_21FLSWFD,764368,LBM2009102102,STORET_21FLSWFD : 764368
520,STORET_21FLSWFD,764369,LBM2009102103,STORET_21FLSWFD : 764369
520,STORET_21FLSWFD,764486,LBM2009121810,STORET_21FLSWFD : 764486
520,STORET_21FLSWFD,764491,LBM2009121902,STORET_21FLSWFD : 764491
520,STORET_21FLSWFD,764503,LBM2010021606,STORET_21FLSWFD : 764503
520,STORET_21FLSWFD,764606,LBM2010041602,STORET_21FLSWFD : 764606
520,STORET_CHNEPLLB,520,520,STORET_CHNEPLLB : 520
519,DACS_WQ,56-127,LEMON BAY 56-127,DACS_WQ : 56-127
519,LEGACYSTORET_21FLA,24011691,GULF TO BAY TRLR PRK INF / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24011691
519,LEGACYSTORET_21FLA,24011692,GULF TO BAY MHP EFF / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24011692
519,STORET_21FLCHAR,LBV005,Ski Alley at Weston's Resort,STORET_21FLCHAR : LBV005
519,STORET_21FLDOH,CHARLOTTE41,ENGLEWOOD SOUTH,STORET_21FLDOH : CHARLOTTE41
519,STORET_21FLFTM,SARABY0037FTM,Manasota Key Canal @ 1205 Holiday Dr.~WB2075D-1,STORET_21FLFTM : SARABY0037FTM
519,STORET_21FLKWAT,CHA-CHA5-880,Charlotte-CHA5-880,STORET_21FLKWAT : CHA-CHA5-880
519,STORET_21FLKWAT,CHA-CHA5-897,Charlotte-CHA5-897,STORET_21FLKWAT : CHA-CHA5-897
519,STORET_21FLKWAT,CHA-CHA5-904,Charlotte-CHA5-904,STORET_21FLKWAT : CHA-CHA5-904
519,LEGACYSTORET_21FLA,56127SEAS,"North end of ""Ski Alley"" /  /",LEGACYSTORET_21FLA : 56127SEAS
519,CHEVWQMN_WQ,LBV005,Ski Alley,CHEVWQMN_WQ : LBV005
519,STORET_21FLSWFD,764153,LBM2009062608,STORET_21FLSWFD : 764153
519,STORET_21FLSWFD,764154,LBM2009062609,STORET_21FLSWFD : 764154
519,STORET_21FLSWFD,764229,LBM2009062713,STORET_21FLSWFD : 764229
519,STORET_21FLSWFD,764236,LBM2009081907,STORET_21FLSWFD : 764236
519,STORET_21FLSWFD,764361,LBM2009102008,STORET_21FLSWFD : 764361
519,STORET_CHNEPLLB,519,519,STORET_CHNEPLLB : 519
524,STORET_21FLFMRI,SAR200126,Sarasota - Lemon Bay,STORET_21FLFMRI : SAR200126
524,STORET_21FLFTM,SARABY0009FTM,Buck Creek @ Telman Rd.~WB2068-1,STORET_21FLFTM : SARABY0009FTM
524,STORET_21FLCHAR,LBV006,Buck Cr at SR775,STORET_21FLCHAR : LBV006
524,LEGACYSTORET_21FLA,24010594,BUCK CRK AT SR 775 BRIDGE / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010594
524,STORET_21FLSWFD,764150,LBM2009062605,STORET_21FLSWFD : 764150
524,STORET_21FLSWFD,764151,LBM2009062606,STORET_21FLSWFD : 764151
524,STORET_21FLSWFD,764233,LBM2009081904,STORET_21FLSWFD : 764233
524,STORET_21FLSWFD,764234,LBM2009081905,STORET_21FLSWFD : 764234
524,STORET_21FLSWFD,764356,LBM2009102003,STORET_21FLSWFD : 764356
524,STORET_21FLSWFD,764480,LBM2009121804,STORET_21FLSWFD : 764480
524,STORET_21FLSWFD,764499,LBM2010021602,STORET_21FLSWFD : 764499
524,STORET_21FLSWFD,764500,LBM2010021603,STORET_21FLSWFD : 764500
524,STORET_21FLSWFD,764708,LBM2010041610,STORET_21FLSWFD : 764708
524,STORET_21FLSWFD,764709,LBM2010041611,STORET_21FLSWFD : 764709
524,CHEVWQMN_WQ,LBV006,Buck Creek,CHEVWQMN_WQ : LBV006
524,STORET_CHNEPLLB,524,524,STORET_CHNEPLLB : 524
523,LEGACYSTORET_21FLA,24010673,LEMON BAY 50FT WEST OF MARKER 13 / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010673
523,STORET_21FLFMRI,FLW200501,Florida West,STORET_21FLFMRI : FLW200501
523,STORET_21FLKWAT,CHA-CHA3-005,Charlotte-CHA3-005,STORET_21FLKWAT : CHA-CHA3-005
523,STORET_21FLKWAT,CHA-CHA3-010,Charlotte-CHA3-010,STORET_21FLKWAT : CHA-CHA3-010
523,STORET_21FLSEAS,56SEAS006,ICWW channel marker 14,STORET_21FLSEAS : 56SEAS006
523,STORET_21FLFTM,SARABY0012FTM,Buck Creek @ Rotonda Blvd East~WB2068-4,STORET_21FLFTM : SARABY0012FTM
523,LEGACYSTORET_21FLA,56174SEAS,Palm Island dock at N end of Knight Pass /  /,LEGACYSTORET_21FLA : 56174SEAS
523,LEGACYSTORET_21FLSWFD,FLO0652,LEMON BAY STUMP PASS BARRIER ISLAND /  /,LEGACYSTORET_21FLSWFD : FLO0652
523,STORET_21FLSWFD,764149,LBM2009062604,STORET_21FLSWFD : 764149
523,STORET_21FLSWFD,764232,LBM2009081903,STORET_21FLSWFD : 764232
523,STORET_21FLSWFD,764357,LBM2009102004,STORET_21FLSWFD : 764357
523,STORET_21FLSWFD,764358,LBM2009102005,STORET_21FLSWFD : 764358
523,STORET_21FLSWFD,764359,LBM2009102006,STORET_21FLSWFD : 764359
523,STORET_21FLSWFD,764481,LBM2009121805,STORET_21FLSWFD : 764481
523,STORET_21FLSWFD,764501,LBM2010021604,STORET_21FLSWFD : 764501
523,STORET_CHNEPLLB,523,523,STORET_CHNEPLLB : 523
522,DACS_WQ,56-180,LEMON BAY 56-180,DACS_WQ : 56-180
522,LEGACYSTORET_21FLA,24010666,LEMON BAY AT STUMP PASS / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010666
